account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial_x,is_churned,total_subscriptions,churned_subscriptions,total_mrr,avg_mrr,total_arr,max_tenure_months,avg_tenure_months,has_upgraded,has_downgraded,is_trial_y,auto_renew_count,sub_churn_rate,total_usage_events,total_usage_count,total_usage_duration,avg_usage_duration,total_errors,unique_features_used,beta_feature_usage,engagement_score,total_tickets,escalated_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,urgent_tickets,escalation_rate,TenureGroup,signup_month,signup_year,signup_quarter,RevenueTier,EngagementTier,CLV,HighRisk
A-856b1e,Company_161,Fintech,US,2023-10-31,partner,Basic,19,False,False,6,0,6321,1053.5,75852,32.2,28.75,True,False,True,5,0.0,23,230,63418,2757.304347826087,22,17,4,32.17,5.0,1.0,36.0,79.4,4.0,0.0,0.2,24+ Months,2023-10,2023,2023Q4,Low,Low,30288.12,0
A-17939a,Company_162,Healthtech,US,2024-12-26,organic,Basic,1,False,False,11,2,9669,879.0,116028,18.2,14.790909090909093,False,False,True,9,0.182,47,440,121725,2589.8936170212764,43,25,5,52.14,7.0,0.0,38.0,83.43,4.29,3.0,0.0,13-24 Months,2024-12,2024,2024Q4,Low,Medium,13001.21,0
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,12,3,44815,3734.5833333333335,537780,22.9,15.450000000000001,True,False,True,9,0.25,50,481,170101,3402.02,30,29,4,59.09,4.0,0.0,37.5,116.5,3.75,1.0,0.0,13-24 Months,2024-07,2024,2024Q3,Very High,Medium,57699.31,0
A-e36807,Company_164,Edtech,AU,2024-05-17,other,Pro,6,False,False,10,1,12569,1256.9,150828,25.1,19.419999999999998,False,False,True,8,0.1,49,446,140849,2874.469387755102,27,27,4,54.93,2.0,0.0,41.0,152.0,4.5,0.0,0.0,24+ Months,2024-05,2024,2024Q2,Medium,Medium,24409.0,0
A-ff79f2,Company_165,Devtools,US,2024-04-25,ads,Basic,8,False,True,9,2,27873,3097.0,334476,25.2,16.61111111111111,True,False,True,6,0.222,41,393,133848,3264.5853658536585,12,24,4,48.66,2.0,0.0,50.0,82.5,4.0,0.0,0.0,24+ Months,2024-04,2024,2024Q2,High,Low,51444.61,0
A-5b1bcd,Company_166,Devtools,US,2023-09-16,organic,Pro,73,False,False,15,1,133298,8886.533333333333,1599576,32.8,25.459999999999997,True,False,True,13,0.067,86,869,251284,2921.906976744186,52,34,6,83.76,4.0,0.0,43.25,92.5,4.25,3.0,0.0,24+ Months,2023-09,2023,2023Q3,Very High,High,226251.14,0
A-71615e,Company_167,Edtech,US,2024-05-18,organic,Basic,15,False,False,13,0,40713,3131.769230769231,488556,24.2,21.576923076923077,True,False,True,10,0.0,62,620,194799,3141.9193548387098,41,29,4,65.69,1.0,0.0,49.0,77.0,4.0,0.0,0.0,24+ Months,2024-05,2024,2024Q2,Very High,Medium,67573.94,0
A-794a0b,Company_168,Healthtech,DE,2023-06-02,organic,Basic,23,False,False,7,0,10575,1510.7142857142858,126900,35.1,27.88571428571429,False,False,True,5,0.0,38,347,94200,2478.9473684210525,31,28,1,51.48,0.0,,,,,,,24+ Months,2023-06,2023,2023Q2,Low,Medium,42127.35,0
A-86902e,Company_169,Healthtech,IN,2023-05-02,other,Enterprise,34,False,False,10,1,36041,3604.1,432492,35.3,25.49,True,False,True,9,0.1,63,628,202329,3211.5714285714284,34,32,6,69.82,9.0,0.0,40.89,71.44,3.78,3.0,0.0,24+ Months,2023-05,2023,2023Q2,Very High,Medium,91868.51,0
A-0532a9,Company_170,Fintech,IN,2024-09-25,event,Pro,19,False,False,10,0,15161,1516.1,181932,21.2,19.66,True,True,False,5,0.0,54,519,157792,2922.074074074074,29,30,7,62.14,8.0,0.0,30.75,73.38,3.88,0.0,0.0,13-24 Months,2024-09,2024,2024Q3,Medium,Medium,29806.53,0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,10,0,51680,5168.0,620160,26.9,22.73,False,False,True,5,0.0,43,413,109079,2536.720930232558,25,29,3,55.86,3.0,0.0,20.67,116.33,4.33,1.0,0.0,24+ Months,2024-03,2024,2024Q1,Very High,Medium,117468.64,0
A-f45426,Company_172,Healthtech,US,2024-08-05,organic,Basic,9,False,False,11,2,17289,1571.7272727272727,207468,22.9,16.918181818181818,False,True,True,8,0.182,61,624,191651,3141.8196721311474,48,33,5,70.88,3.0,0.0,17.0,69.0,4.0,2.0,0.0,13-24 Months,2024-08,2024,2024Q3,Medium,Medium,26590.77,0
A-c1e51e,Company_173,Fintech,US,2024-10-02,organic,Basic,3,False,False,10,3,23905,2390.5,286860,20.4,13.66,True,True,False,10,0.3,50,518,152228,3044.56,34,28,7,59.6,5.0,0.0,40.0,75.6,3.2,4.0,0.0,13-24 Months,2024-10,2024,2024Q4,High,Medium,32654.23,0
A-fa3095,Company_174,Fintech,US,2023-09-03,ads,Basic,70,False,False,12,0,69230,5769.166666666667,830760,33.7,24.891666666666666,False,False,True,12,0.0,59,600,202100,3425.423728813559,40,31,5,67.24,5.0,0.0,49.2,84.0,4.4,1.0,0.0,24+ Months,2023-09,2023,2023Q3,Very High,Medium,143604.17,0
A-ad64c6,Company_175,Devtools,UK,2024-02-23,event,Pro,12,False,False,6,1,14708,2451.3333333333335,176496,28.0,20.0,False,False,True,4,0.167,20,215,79605,3980.25,17,16,2,30.21,4.0,0.0,34.0,98.5,4.25,0.0,0.0,24+ Months,2024-02,2024,2024Q1,Medium,Low,49026.67,0
A-39b19f,Company_176,Fintech,US,2023-02-03,partner,Enterprise,1,False,False,11,2,21237,1930.6363636363637,254844,40.6,23.900000000000002,True,True,True,8,0.182,55,530,135061,2455.6545454545453,36,30,5,62.67,6.0,1.0,47.83,87.5,4.17,0.0,0.17,24+ Months,2023-02,2023,2023Q1,High,Medium,46142.21,0
A-56962b,Company_177,Edtech,UK,2024-04-09,partner,Enterprise,163,False,False,7,1,54605,7800.714285714285,655260,25.7,18.957142857142856,True,False,True,6,0.143,29,271,81944,2825.655172413793,24,16,4,32.87,4.0,0.0,37.5,105.5,3.75,0.0,0.0,24+ Months,2024-04,2024,2024Q2,Very High,Low,147879.26,0
A-e60f9d,Company_178,Fintech,US,2024-08-26,other,Basic,29,False,False,15,2,50817,3387.8,609804,21.5,17.006666666666668,False,True,True,14,0.133,62,629,158587,2557.8548387096776,24,30,5,67.37,2.0,0.0,70.5,106.5,4.0,2.0,0.0,13-24 Months,2024-08,2024,2024Q3,Very High,Medium,57615.19,0
A-88c6ca,Company_179,Fintech,DE,2024-10-25,ads,Basic,5,False,True,7,0,6449,921.2857142857143,77388,20.0,19.042857142857144,False,False,True,7,0.0,43,446,130195,3027.7906976744184,19,27,8,54.93,1.0,0.0,56.0,12.0,4.0,1.0,0.0,13-24 Months,2024-10,2024,2024Q4,Low,Medium,17543.91,0
A-158f4e,Company_180,Fintech,IN,2023-03-03,other,Enterprise,61,False,False,12,1,43859,3654.9166666666665,526308,37.3,27.316666666666666,False,False,True,10,0.083,49,453,124458,2539.9591836734694,29,32,3,61.51,5.0,0.0,27.6,126.0,4.2,1.0,0.0,24+ Months,2023-03,2023,2023Q1,Very High,Medium,99840.14,0
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,4,1,2332,583.0,27984,21.5,15.25,False,False,False,4,0.25,16,171,44864,2804.0,16,14,3,25.62,1.0,0.0,2.0,2.0,3.0,1.0,0.0,13-24 Months,2024-08,2024,2024Q3,Low,Low,8890.75,0
A-296d7c,Company_182,Devtools,DE,2023-11-08,other,Enterprise,2,False,False,7,0,1989,284.14285714285717,23868,29.2,23.67142857142857,False,False,True,5,0.0,33,357,124753,3780.3939393939395,18,21,7,43.2,5.0,0.0,50.4,105.2,3.8,2.0,0.0,24+ Months,2023-11,2023,2023Q4,Low,Low,6726.07,0
A-1619f8,Company_183,Devtools,US,2024-05-20,organic,Pro,29,False,False,7,0,19790,2827.1428571428573,237480,24.8,21.614285714285717,True,False,True,5,0.0,42,432,142787,3399.690476190476,25,27,2,54.26,3.0,0.0,42.0,81.0,4.33,1.0,0.0,24+ Months,2024-05,2024,2024Q2,High,Medium,61106.67,0
A-a1b80b,Company_184,Healthtech,US,2023-11-27,organic,Basic,16,False,False,16,1,34589,2161.8125,415068,27.8,22.60625,True,True,True,12,0.062,72,749,222610,3091.8055555555557,47,33,5,76.82,4.0,0.0,41.0,72.5,4.0,1.0,0.0,24+ Months,2023-11,2023,2023Q4,Very High,High,48870.47,0
A-139c3b,Company_185,Healthtech,US,2024-11-21,organic,Enterprise,10,True,True,8,2,9027,1128.375,108324,19.1,14.025,True,False,True,6,0.25,44,478,150601,3422.75,16,27,7,56.45,9.0,0.0,28.44,66.11,4.22,3.0,0.0,13-24 Months,2024-11,2024,2024Q4,Low,Medium,15825.46,0
A-702032,Company_186,Healthtech,US,2023-10-03,ads,Pro,28,False,False,6,2,8540,1423.3333333333333,102480,26.4,14.700000000000001,True,False,True,5,0.333,26,285,91776,3529.846153846154,15,19,1,37.28,4.0,0.0,26.0,98.25,3.5,0.0,0.0,24+ Months,2023-10,2023,2023Q4,Low,Low,20923.0,0
A-7a0d69,Company_187,Devtools,DE,2024-06-15,ads,Enterprise,4,True,True,11,0,10362,942.0,124344,23.4,21.2,True,False,True,10,0.0,61,606,179167,2937.1639344262294,31,31,5,67.52,2.0,0.0,29.0,52.5,4.5,1.0,0.0,13-24 Months,2024-06,2024,2024Q2,Low,Medium,19970.4,0
A-22d9d2,Company_188,Devtools,FR,2024-03-22,event,Pro,8,False,False,14,3,18746,1339.0,224952,27.3,19.064285714285713,True,True,True,11,0.214,75,782,239679,3195.72,42,35,6,80.88,6.0,1.0,16.0,88.0,4.0,3.0,0.17,24+ Months,2024-03,2024,2024Q1,Medium,High,25527.08,0
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,11,0,16577,1507.0,198924,27.7,22.66363636363636,False,True,False,9,0.0,61,623,168474,2761.8688524590166,54,29,9,65.83,5.0,1.0,29.2,103.8,3.8,1.0,0.2,24+ Months,2024-02,2024,2024Q1,Medium,Medium,34154.1,0
A-dfbd31,Company_190,Devtools,UK,2023-12-04,partner,Enterprise,14,False,False,14,0,25079,1791.357142857143,300948,30.9,23.771428571428572,True,True,True,11,0.0,54,599,182273,3375.425925925926,19,27,7,62.19,6.0,0.0,29.67,129.83,4.17,0.0,0.0,24+ Months,2023-12,2023,2023Q4,High,Medium,42583.12,0
A-8e47ca,Company_191,Healthtech,US,2024-02-15,organic,Pro,19,False,False,9,1,28120,3124.4444444444443,337440,28.3,23.166666666666668,True,False,False,7,0.111,46,441,133497,2902.108695652174,35,29,2,57.19,5.0,1.0,33.4,80.6,4.0,0.0,0.2,24+ Months,2024-02,2024,2024Q1,High,Medium,72382.96,0
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,16,1,17831,1114.4375,213972,31.7,23.64375,True,True,True,15,0.062,83,806,260271,3135.7951807228915,43,37,8,84.52,6.0,2.0,34.67,125.33,3.67,1.0,0.33,24+ Months,2023-09,2023,2023Q3,Medium,High,26349.48,0
A-779e4e,Company_193,Healthtech,US,2023-01-02,organic,Basic,5,False,False,10,2,28081,2808.1,336972,42.1,27.080000000000002,True,True,False,9,0.2,44,393,111038,2523.590909090909,20,28,6,53.66,5.0,0.0,26.6,91.6,4.0,4.0,0.0,24+ Months,2023-01,2023,2023Q1,High,Medium,76043.35,0
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,10,1,15072,1507.2,180864,24.6,18.43,False,False,False,8,0.1,44,410,127529,2898.3863636363635,45,29,1,55.72,5.0,0.0,28.6,99.0,4.0,3.0,0.0,24+ Months,2024-06,2024,2024Q2,Medium,Medium,27777.7,0
A-692f18,Company_195,Edtech,US,2024-03-28,other,Basic,5,True,True,17,1,30550,1797.0588235294117,366600,27.2,22.041176470588233,True,True,True,12,0.059,87,871,261911,3010.4712643678163,55,36,9,86.36,2.0,0.0,37.5,120.0,4.5,0.0,0.0,24+ Months,2024-03,2024,2024Q1,Very High,High,39609.29,0
A-13466a,Company_196,Devtools,AU,2023-10-22,event,Basic,2,False,True,6,4,13343,2223.8333333333335,160116,26.5,12.016666666666666,False,False,True,5,0.667,22,205,57539,2615.409090909091,14,17,2,30.98,3.0,1.0,32.33,94.33,4.33,0.0,0.33,24+ Months,2023-10,2023,2023Q4,Medium,Low,26723.06,0
A-1986ca,Company_197,Healthtech,IN,2023-01-30,ads,Pro,20,False,False,7,0,27661,3951.5714285714284,331932,36.1,26.914285714285715,True,False,True,4,0.0,37,362,102382,2767.0810810810813,23,26,5,49.69,7.0,0.0,36.57,106.57,3.57,3.0,0.0,24+ Months,2023-01,2023,2023Q1,High,Low,106353.72,0
A-0cc442,Company_198,Edtech,US,2024-07-18,organic,Basic,45,False,False,13,2,61935,4764.2307692307695,743220,23.2,17.93076923076923,True,True,True,9,0.154,77,765,230759,2996.87012987013,41,34,7,78.82,3.0,0.0,37.0,47.33,3.67,1.0,0.0,13-24 Months,2024-07,2024,2024Q3,Very High,High,85426.32,0
A-c608c8,Company_199,Devtools,DE,2023-04-27,ads,Pro,3,False,True,8,1,9514,1189.25,114168,36.3,24.9,True,True,False,6,0.125,43,445,144345,3356.860465116279,27,29,5,57.38,2.0,0.0,59.0,66.0,3.5,0.0,0.0,24+ Months,2023-04,2023,2023Q2,Low,Medium,29612.32,0
A-3be56b,Company_200,Healthtech,IN,2023-10-26,event,Pro,3,False,True,12,2,17040,1420.0,204480,30.7,20.941666666666666,True,True,True,9,0.167,55,528,169908,3089.2363636363634,33,28,8,60.07,4.0,0.0,40.25,74.0,3.5,0.0,0.0,24+ Months,2023-10,2023,2023Q4,Medium,Medium,29737.17,0
A-354f12,Company_201,Fintech,US,2024-04-28,ads,Pro,1,True,False,4,0,8889,2222.25,106668,25.2,22.15,False,True,False,4,0.0,15,158,48510,3234.0,3,14,1,25.0,2.0,0.0,56.5,137.5,4.0,0.0,0.0,24+ Months,2024-04,2024,2024Q2,Low,Very Low,49222.84,0
A-68f37c,Company_202,Healthtech,US,2023-07-15,ads,Basic,4,False,False,12,2,32270,2689.1666666666665,387240,35.5,24.45,True,False,True,11,0.167,65,624,202756,3119.3230769230768,40,30,6,67.13,5.0,0.0,20.2,119.8,4.0,1.0,0.0,24+ Months,2023-07,2023,2023Q3,Very High,Medium,65750.12,0
A-aa9511,Company_203,Devtools,US,2023-10-10,other,Pro,23,True,False,15,2,60970,4064.6666666666665,731640,32.9,22.746666666666666,False,True,True,13,0.133,65,625,189526,2915.7846153846153,35,33,5,70.93,2.0,0.0,56.5,98.5,4.0,1.0,0.0,24+ Months,2023-10,2023,2023Q4,Very High,Medium,92457.62,0
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,11,2,6460,587.2727272727273,77520,42.0,27.336363636363636,True,False,True,9,0.182,70,687,225366,3219.5142857142855,33,31,8,71.37,3.0,0.0,54.33,149.33,4.0,1.0,0.0,24+ Months,2023-01,2023,2023Q1,Low,Medium,16053.9,0
A-bd4513,Company_205,Devtools,AU,2024-11-06,event,Enterprise,50,True,False,12,2,52204,4350.333333333333,626448,19.6,15.808333333333335,True,False,False,10,0.167,51,507,157547,3089.156862745098,34,28,4,59.07,3.0,0.0,42.0,58.67,4.67,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Very High,Medium,68771.52,0
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,7,1,18656,2665.1428571428573,223872,22.3,17.771428571428572,True,False,False,6,0.143,45,435,133441,2965.3555555555554,33,27,6,54.41,4.0,0.0,39.0,94.5,4.25,2.0,0.0,13-24 Months,2024-05,2024,2024Q2,Medium,Medium,47363.4,0
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,9,1,20964,2329.3333333333335,251568,26.6,21.355555555555554,False,False,True,6,0.111,47,474,144424,3072.851063829787,38,29,3,58.76,5.0,0.0,52.2,90.8,3.0,1.0,0.0,24+ Months,2024-04,2024,2024Q2,High,Medium,49744.21,0
A-508199,Company_208,Fintech,AU,2024-01-28,event,Basic,19,False,False,5,0,8436,1687.2,101232,29.2,26.32,False,False,True,3,0.0,24,231,80389,3349.5416666666665,15,16,2,30.97,3.0,0.0,50.67,67.33,3.67,1.0,0.0,24+ Months,2024-01,2024,2024Q1,Low,Low,44407.1,0
A-f03140,Company_209,Devtools,IN,2023-11-22,event,Pro,27,True,False,10,0,21075,2107.5,252900,30.9,24.95,True,True,True,8,0.0,57,595,196965,3455.5263157894738,22,32,4,68.25,7.0,0.0,36.0,113.14,3.86,2.0,0.0,24+ Months,2023-11,2023,2023Q4,High,Medium,52582.12,0
A-410e86,Company_210,Fintech,US,2024-11-10,organic,Basic,24,False,False,7,2,15960,2280.0,191520,19.1,13.485714285714286,False,False,True,3,0.286,30,292,107443,3581.4333333333334,20,22,3,41.37,5.0,0.0,42.6,110.0,3.8,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Low,30747.43,0
A-fa2041,Company_211,Healthtech,US,2024-05-29,organic,Pro,15,True,False,12,0,20915,1742.9166666666667,250980,24.8,22.349999999999998,False,False,True,11,0.0,61,552,157263,2578.0819672131147,34,34,6,68.71,1.0,0.0,16.0,99.0,3.0,0.0,0.0,24+ Months,2024-05,2024,2024Q2,High,Medium,38954.19,0
A-de58ca,Company_212,Healthtech,DE,2023-04-13,organic,Enterprise,15,False,False,11,2,23905,2173.181818181818,286860,38.7,26.836363636363636,False,False,True,6,0.182,49,505,141942,2896.7755102040815,33,28,7,58.98,5.0,0.0,30.6,115.0,3.6,0.0,0.0,24+ Months,2023-04,2023,2023Q2,High,Medium,58320.3,0
A-05d3b3,Company_213,Devtools,AU,2023-05-28,ads,Basic,9,True,False,13,1,12610,970.0,151320,35.9,26.653846153846153,False,False,True,10,0.077,64,642,193363,3021.296875,22,32,4,70.48,6.0,0.0,31.5,48.33,4.17,2.0,0.0,24+ Months,2023-05,2023,2023Q2,Medium,Medium,25854.23,0
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,13,0,15717,1209.0,188604,24.9,22.03846153846154,False,False,True,13,0.0,68,678,193777,2849.6617647058824,30,31,3,70.94,2.0,0.0,39.5,96.5,4.0,0.0,0.0,24+ Months,2024-04,2024,2024Q2,Medium,Medium,26644.5,0
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,7,0,46666,6666.571428571428,559992,37.7,28.285714285714285,True,False,False,6,0.0,40,371,103455,2586.375,34,26,2,50.12,5.0,1.0,27.4,80.0,4.0,2.0,0.2,24+ Months,2023-03,2023,2023Q1,Very High,Medium,188568.73,0
A-eb2fdc,Company_216,Devtools,AU,2023-11-21,organic,Enterprise,31,False,True,12,1,31968,2664.0,383616,28.4,21.84166666666667,False,False,False,10,0.083,54,547,174663,3234.5,17,29,3,62.22,5.0,0.0,33.6,37.6,4.4,0.0,0.0,24+ Months,2023-11,2023,2023Q4,Very High,Medium,58186.2,0
A-e1462e,Company_217,Fintech,UK,2023-03-12,partner,Basic,15,False,False,7,0,12030,1718.5714285714287,144360,39.3,29.385714285714283,True,True,True,5,0.0,35,347,98097,2802.7714285714287,22,26,4,48.98,2.0,0.0,39.5,118.5,3.5,1.0,0.0,24+ Months,2023-03,2023,2023Q1,Medium,Low,50501.45,0
A-cab532,Company_218,Devtools,FR,2023-04-03,organic,Pro,11,True,False,15,1,20088,1339.2,241056,38.7,25.58,True,True,True,14,0.067,101,1005,273639,2709.29702970297,47,38,7,95.22,1.0,0.0,32.0,175.0,4.0,0.0,0.0,24+ Months,2023-04,2023,2023Q2,High,High,34256.74,0
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,7,0,14751,2107.285714285714,177012,32.4,25.67142857142857,False,True,True,7,0.0,37,386,120014,3243.6216216216217,23,28,4,53.33,6.0,0.0,38.83,91.67,4.17,2.0,0.0,24+ Months,2023-06,2023,2023Q2,Medium,Medium,54097.03,0
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,10,0,18190,1819.0,218280,35.5,25.279999999999998,True,True,True,7,0.0,50,492,149078,2981.56,21,28,7,58.36,2.0,0.0,36.5,137.0,3.5,1.0,0.0,24+ Months,2023-02,2023,2023Q1,Medium,Medium,45984.32,0
A-d922bf,Company_221,Healthtech,US,2023-09-08,ads,Basic,5,True,True,7,1,17114,2444.8571428571427,205368,32.3,22.599999999999998,False,False,True,7,0.143,41,419,134119,3271.1951219512193,19,24,3,49.9,7.0,1.0,39.14,101.14,3.71,0.0,0.14,24+ Months,2023-09,2023,2023Q3,Medium,Low,55253.77,0
A-8ed5dd,Company_222,Edtech,UK,2023-06-29,event,Enterprise,5,False,True,12,1,11956,996.3333333333334,143472,35.0,25.291666666666668,True,True,False,11,0.083,55,545,173217,3149.4,43,29,2,62.13,6.0,0.0,29.0,96.83,3.83,1.0,0.0,24+ Months,2023-06,2023,2023Q2,Medium,Medium,25198.93,0
A-7c6b6b,Company_223,Fintech,US,2024-11-30,other,Basic,6,False,False,7,2,4818,688.2857142857143,57816,18.7,13.257142857142856,False,False,False,6,0.286,35,311,82471,2356.3142857142857,24,22,5,42.27,5.0,0.0,52.2,82.4,4.2,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Low,Low,9124.7,0
A-3c1a3f,Company_224,Devtools,UK,2023-08-26,event,Pro,1,False,False,12,2,14909,1242.4166666666667,178908,34.3,22.691666666666666,False,True,True,10,0.167,51,497,172341,3379.235294117647,22,31,5,62.35,4.0,0.0,33.25,56.5,3.75,0.0,0.0,24+ Months,2023-08,2023,2023Q3,Medium,Medium,28192.5,0
A-b48f73,Company_225,Edtech,AU,2024-11-13,event,Pro,80,True,False,7,0,28320,4045.714285714286,339840,19.5,18.814285714285713,False,False,True,4,0.0,44,412,118416,2691.2727272727275,22,24,3,49.56,3.0,0.0,28.67,35.33,4.0,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Low,76117.22,0
A-76fa4d,Company_226,Healthtech,US,2024-11-24,event,Pro,69,False,False,7,2,61686,8812.285714285714,740232,19.2,13.728571428571428,False,False,True,6,0.286,36,357,126251,3506.972222222222,20,21,4,43.2,5.0,0.0,33.4,111.8,4.4,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,Very High,Low,120980.09,0
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,4,0,3112,778.0,37344,22.2,20.75,False,True,False,1,0.0,18,174,60214,3345.222222222222,11,14,4,25.76,2.0,0.0,39.5,95.0,4.0,0.0,0.0,13-24 Months,2024-08,2024,2024Q3,Low,Low,16143.5,0
A-9bfc9f,Company_228,Devtools,CA,2023-09-14,ads,Pro,53,False,False,9,1,15342,1704.6666666666667,184104,32.7,24.72222222222222,True,True,True,8,0.111,37,376,109862,2969.2432432432433,18,23,4,46.6,6.0,1.0,35.33,84.33,3.67,1.0,0.17,24+ Months,2023-09,2023,2023Q3,Medium,Low,42143.15,0
A-4ae22a,Company_229,Edtech,US,2024-05-09,other,Pro,6,False,True,7,1,9432,1347.4285714285713,113184,23.3,18.514285714285712,False,False,False,6,0.143,35,369,142387,4068.2,29,24,6,47.52,3.0,0.0,14.33,72.67,3.67,1.0,0.0,13-24 Months,2024-05,2024,2024Q2,Low,Low,24946.68,0
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,12,0,28418,2368.1666666666665,341016,22.3,20.45,True,True,True,10,0.0,65,681,231376,3559.630769230769,39,31,4,71.09,5.0,0.0,17.8,57.0,4.0,1.0,0.0,13-24 Months,2024-08,2024,2024Q3,High,Medium,48429.01,0
A-de24d5,Company_231,Devtools,US,2024-11-05,other,Enterprise,5,True,False,13,1,21327,1640.5384615384614,255924,19.8,17.492307692307694,False,False,True,12,0.077,53,537,140266,2646.5283018867926,28,29,6,61.75,7.0,0.0,43.14,103.43,3.71,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Medium,28696.8,0
A-977ca0,Company_232,Healthtech,IN,2023-02-20,partner,Basic,6,False,True,16,2,30055,1878.4375,360660,40.7,28.025000000000002,True,False,True,13,0.125,85,893,242860,2857.176470588235,46,38,13,89.9,3.0,0.0,64.0,123.0,4.0,1.0,0.0,24+ Months,2023-02,2023,2023Q1,Very High,High,52643.21,0
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,8,3,16358,2044.75,196296,20.5,12.525,True,False,True,6,0.375,36,369,111452,3095.8888888888887,12,25,3,48.77,2.0,0.0,33.5,112.5,3.5,2.0,0.0,13-24 Months,2024-09,2024,2024Q3,Medium,Low,25610.49,0
A-e89151,Company_234,Fintech,UK,2023-09-14,organic,Pro,8,True,True,9,2,21734,2414.8888888888887,260808,31.8,20.466666666666665,True,False,False,7,0.222,58,601,188786,3254.9310344827586,29,30,13,66.04,2.0,0.0,41.5,48.5,4.5,0.0,0.0,24+ Months,2023-09,2023,2023Q3,High,Medium,49424.73,0
A-40906c,Company_235,Edtech,US,2024-03-27,ads,Basic,92,False,False,12,0,64400,5366.666666666667,772800,25.2,22.058333333333334,False,False,True,10,0.0,63,685,210243,3337.190476190476,32,32,7,72.53,5.0,0.0,29.2,95.0,3.8,1.0,0.0,24+ Months,2024-03,2024,2024Q1,Very High,Medium,118379.72,0
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,12,0,17524,1460.3333333333333,210288,32.0,25.40833333333333,True,False,True,8,0.0,74,765,245080,3311.891891891892,41,33,11,77.57,3.0,0.0,52.67,70.0,4.0,0.0,0.0,24+ Months,2023-10,2023,2023Q4,Medium,High,37104.64,0
A-328bd0,Company_237,Healthtech,AU,2023-05-16,partner,Enterprise,18,False,False,13,2,15979,1229.1538461538462,191748,35.0,24.23846153846154,True,True,True,10,0.154,61,568,162210,2659.1803278688526,49,30,5,64.47,5.0,0.0,46.0,68.2,3.8,0.0,0.0,24+ Months,2023-05,2023,2023Q2,Medium,Medium,29792.8,0
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,9,1,24494,2721.5555555555557,293928,24.9,18.855555555555554,False,False,True,8,0.111,43,438,141962,3301.4418604651164,18,29,8,57.05,4.0,0.0,48.25,94.25,3.5,2.0,0.0,24+ Months,2024-05,2024,2024Q2,High,Medium,51316.44,0
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,6,1,23718,3953.0,284616,26.8,19.466666666666665,True,True,False,5,0.167,28,297,94696,3382.0,15,20,3,39.1,2.0,0.0,28.0,89.0,4.5,0.0,0.0,24+ Months,2023-10,2023,2023Q4,High,Low,76951.73,0
A-e693b6,Company_240,Fintech,AU,2023-05-25,event,Enterprise,55,False,True,12,2,34155,2846.25,409860,35.3,21.866666666666664,True,False,True,11,0.167,61,681,206167,3379.7868852459014,25,31,4,71.09,1.0,0.0,1.0,144.0,3.0,1.0,0.0,24+ Months,2023-05,2023,2023Q2,Very High,Medium,62238.0,0
A-2446e3,Company_241,Edtech,IN,2024-01-10,organic,Pro,27,False,False,7,0,24138,3448.285714285714,289656,29.5,23.271428571428572,True,True,True,4,0.0,48,496,151037,3146.6041666666665,29,28,5,58.55,3.0,0.0,28.67,104.67,4.0,1.0,0.0,24+ Months,2024-01,2024,2024Q1,High,Medium,80246.53,0
